GEOID,state_code,state_abbr,state_name,2010_density,2010_diversity_index,2010_pop,2010_pop_hisp,2010_pop_white_non_hisp,2010_pop_black_non_hisp,2010_pop_aian_non_hisp,2010_pop_asian_non_hisp,2010_pop_nhpi_non_hisp,2010_pop_other_non_hisp,2010_pop_two_plus_non_hisp,2010_vap,2010_vap_hisp,2010_vap_white_non_hisp,2010_vap_black_non_hisp,2010_vap_aian_non_hisp,2010_vap_asian_non_hisp,2010_vap_nhpi_non_hisp,2010_vap_other_non_hisp,2010_vap_two_plus_non_hisp,2010_u18,2010_u18_hisp,2010_u18_white_non_hisp,2010_u18_black_non_hisp,2010_u18_aian_non_hisp,2010_u18_asian_non_hisp,2010_u18_nhpi_non_hisp,2010_u18_other_non_hisp,2010_u18_two_plus_non_hisp,2010_gq,2010_gq_inst,2010_gq_inst_correctional,2010_gq_inst_juvenile,2010_gq_inst_nurse,2010_gq_inst_other,2010_gq_noninst,2010_gq_noninst_college,2010_gq_noninst_military,2010_gq_noninst_other,2010_prop_gq_inst_correctional_of_pop,2010_hu,2010_hu_occupied,2010_hu_vacant,2010_vacancy_rate,2010_land_area_sqmeters,2010_land_area_sqmi,2010_water_area_sqmeters,2020_density,2020_diversity_index,2020_pop,2020_pop_hisp,2020_pop_white_non_hisp,2020_pop_black_non_hisp,2020_pop_aian_non_hisp,2020_pop_asian_non_hisp,2020_pop_nhpi_non_hisp,2020_pop_other_non_hisp,2020_pop_two_plus_non_hisp,2020_vap,2020_vap_hisp,2020_vap_white_non_hisp,2020_vap_black_non_hisp,2020_vap_aian_non_hisp,2020_vap_asian_non_hisp,2020_vap_nhpi_non_hisp,2020_vap_other_non_hisp,2020_vap_two_plus_non_hisp,2020_u18,2020_u18_hisp,2020_u18_white_non_hisp,2020_u18_black_non_hisp,2020_u18_aian_non_hisp,2020_u18_asian_non_hisp,2020_u18_nhpi_non_hisp,2020_u18_other_non_hisp,2020_u18_two_plus_non_hisp,2020_gq,2020_gq_inst,2020_gq_inst_correctional,2020_gq_inst_juvenile,2020_gq_inst_nurse,2020_gq_inst_other,2020_gq_noninst,2020_gq_noninst_college,2020_gq_noninst_military,2020_gq_noninst_other,2020_prop_gq_inst_correctional_of_pop,2020_hu,2020_hu_occupied,2020_hu_vacant,2020_vacancy_rate,2020_land_area_sqmeters,2020_land_area_sqmi,2020_water_area_sqmeters,raw_change_density,raw_change_diversity_index,raw_change_pop,raw_change_pop_hisp,raw_change_pop_white_non_hisp,raw_change_pop_black_non_hisp,raw_change_pop_aian_non_hisp,raw_change_pop_asian_non_hisp,raw_change_pop_nhpi_non_hisp,raw_change_pop_other_non_hisp,raw_change_pop_two_plus_non_hisp,raw_change_vap,raw_change_vap_hisp,raw_change_vap_white_non_hisp,raw_change_vap_black_non_hisp,raw_change_vap_aian_non_hisp,raw_change_vap_asian_non_hisp,raw_change_vap_nhpi_non_hisp,raw_change_vap_other_non_hisp,raw_change_vap_two_plus_non_hisp,raw_change_u18,raw_change_u18_hisp,raw_change_u18_white_non_hisp,raw_change_u18_black_non_hisp,raw_change_u18_aian_non_hisp,raw_change_u18_asian_non_hisp,raw_change_u18_nhpi_non_hisp,raw_change_u18_other_non_hisp,raw_change_u18_two_plus_non_hisp,raw_change_gq,raw_change_gq_inst,raw_change_gq_inst_correctional,raw_change_gq_inst_juvenile,raw_change_gq_inst_nurse,raw_change_gq_inst_other,raw_change_gq_noninst,raw_change_gq_noninst_college,raw_change_gq_noninst_military,raw_change_gq_noninst_other,raw_change_prop_gq_inst_correctional_of_pop,raw_change_hu,raw_change_hu_occupied,raw_change_hu_vacant,raw_change_vacancy_rate,raw_change_land_area_meters,raw_change_land_area_sqmi,raw_change_water_area_meters,prop_change_density,prop_change_pop,prop_change_pop_hisp,prop_change_pop_white_non_hisp,prop_change_pop_black_non_hisp,prop_change_pop_aian_non_hisp,prop_change_pop_asian_non_hisp,prop_change_pop_nhpi_non_hisp,prop_change_pop_other_non_hisp,prop_change_pop_two_plus_non_hisp,prop_change_vap,prop_change_vap_hisp,prop_change_vap_white_non_hisp,prop_change_vap_black_non_hisp,prop_change_vap_aian_non_hisp,prop_change_vap_asian_non_hisp,prop_change_vap_nhpi_non_hisp,prop_change_vap_other_non_hisp,prop_change_vap_two_plus_non_hisp,prop_change_u18,prop_change_u18_hisp,prop_change_u18_white_non_hisp,prop_change_u18_black_non_hisp,prop_change_u18_aian_non_hisp,prop_change_u18_asian_non_hisp,prop_change_u18_nhpi_non_hisp,prop_change_u18_other_non_hisp,prop_change_u18_two_plus_non_hisp,prop_change_gq,prop_change_gq_inst,prop_change_gq_inst_correctional,prop_change_gq_inst_juvenile,prop_change_gq_inst_nurse,prop_change_gq_inst_other,prop_change_gq_noninst,prop_change_gq_noninst_college,prop_change_gq_noninst_military,prop_change_gq_noninst_other,prop_change_hu,prop_change_hu_occupied,prop_change_hu_vacant,prop_change_land_area_sqmi,flag_prop_change_land_area
0400000US47,47,TN,Tennessee,153.901321585815,40,6346105,290059,4800782,1049391,16302,90311,2767,6422,90071,4850104,182006,3787577,750653,13005,67288,2017,3012,44546,1496001,108053,1013205,298738,3297,23023,750,3410,45525,153472,84371,46957,2528,33041,1845,69101,53136,1544,14421,0.74,2812133,2493552,318581,11.33,106797885992,41234.89606592772,2355218865,167.60667428532295,47,6910840,479187,4900246,1083772,15539,134302,3594,23977,270223,5384473,305717,3958296,812207,12745,103925,2625,15557,173401,1526367,173470,941950,271565,2794,30377,969,8420,96822,156422,84053,47728,2088,32882,1355,72369,55024,1413,15932,0.69,3031605,2742947,288658,9.52,106791646253,41232.48688912844,2322913374,13.705352699507955,7,564735,189128,99464,34381,-763,43991,827,17555,180152,534369,123711,170719,61554,-260,36637,608,12545,128855,30366,65417,-71255,-27173,-503,7354,219,5010,51297,2950,-318,771,-440,-159,-490,3268,1888,-131,1511,-0.050000000000000044,219472,249395,-29923,-1.8100000000000005,-6239739,-2.409176799279521,-32305491,8.91,8.9,65.2,2.07,3.28,-4.68,48.71,29.89,273.36,200.01,11.02,67.97,4.51,8.2,-2,54.45,30.14,416.5,289.26,2.03,60.54,-7.03,-9.1,-15.26,31.94,29.2,146.92,112.68,1.92,-0.38,1.64,-17.41,-0.48,-26.56,4.73,3.55,-8.48,10.48,7.8,10,-9.39,-0.01,0
0400000US48,48,TX,Texas,96.25768960665968,64,25145561,9460921,11397345,2886825,80586,948426,17920,33980,319558,18279737,6143144,9074684,2076282,61856,716968,12912,21205,172686,6865824,3317777,2322661,810543,18730,231458,5008,12775,146872,581139,375392,267405,9908,94278,3801,205747,119834,35260,50653,1.06,9977436,8922933,1054503,10.57,676586997978,261231.71148978296,19074619314,111.55412086681513,67,29145505,11441717,11584597,3444712,85425,1561518,27857,113584,886095,21866700,7907319,9437993,2575257,67248,1205578,20144,77691,575470,7278805,3534398,2146604,869455,18177,355940,7713,35893,310625,606045,363370,248764,7645,102213,4748,242675,147089,34376,61210,0.85,11589324,10491147,1098177,9.48,676680588914,261267.847153732,18979352230,15.296431260155444,3,3999944,1980796,187252,557887,4839,613092,9937,79604,566537,3586963,1764175,363309,498975,5392,488610,7232,56486,402784,412981,216621,-176057,58912,-553,124482,2705,23118,163753,24906,-12022,-18641,-2263,7935,947,36928,27255,-884,10557,-0.21000000000000008,1611888,1568214,43674,-1.0899999999999999,93590936,36.13566394904046,-95267084,15.89,15.91,20.94,1.64,19.33,6,64.64,55.45,234.27,177.29,19.62,28.72,4,24.03,8.72,68.15,56.01,266.38,233.25,6.02,6.53,-7.58,7.27,-2.95,53.78,54.01,180.96,111.49,4.29,-3.2,-6.97,-22.84,8.42,24.91,17.95,22.74,-2.51,20.84,16.16,17.58,4.14,0.01,0
0400000US49,49,UT,Utah,33.63633668728793,34,2763885,358340,2221719,25951,27081,54176,23909,3724,48985,1892858,214494,1563568,16407,18438,41758,14719,2286,21188,871027,143846,658151,9544,8643,12418,9190,1438,27797,46152,22161,12666,3110,5854,531,23991,15666,523,7802,0.46,979709,877692,102017,10.41,212818329473,82169.61988742805,7063566754,39.71523445813109,41,3271616,492912,2465355,37192,28690,78618,35831,12566,120452,2324051,316610,1798000,25370,20985,62825,23424,8588,68249,947565,176302,667355,11822,7705,15793,12407,3978,52203,55465,20782,10680,2350,7358,394,34683,23887,412,10384,0.33,1151414,1057252,94162,8.18,213355058738,82376.85222402574,6529987297,6.078897770843163,7,507731,134572,243636,11241,1609,24442,11922,8842,71467,431193,102116,234432,8963,2547,21067,8705,6302,47061,76538,32456,9204,2278,-938,3375,3217,2540,24406,9313,-1379,-1986,-760,1504,-137,10692,8221,-111,2582,-0.13,171705,179560,-7855,-2.2300000000000004,536729265,207.23233659769176,-533579457,18.07,18.37,37.55,10.97,43.32,5.94,45.12,49.86,237.43,145.9,22.78,47.61,14.99,54.63,13.81,50.45,59.14,275.68,222.11,8.79,22.56,1.4,23.87,-10.85,27.18,35.01,176.63,87.8,20.18,-6.22,-15.68,-24.44,25.69,-25.8,44.57,52.48,-21.22,33.09,17.53,20.46,-7.7,0.25,0
0400000US50,50,VT,Vermont,67.8924054767898,11,625741,9208,590223,5943,2023,7875,140,537,9792,496508,6328,472559,3840,1619,5876,117,347,5822,129233,2880,117664,2103,404,1999,23,190,3970,25329,5571,1592,323,3588,68,19758,16895,5,2858,0.25,322539,256442,66097,20.49,23871030489,9216.656791073936,1035236182,69.7673537075323,20,643077,15504,573201,8649,1986,11457,170,2561,29549,524482,11113,474146,6143,1632,9117,144,1929,20258,118595,4391,99055,2506,354,2340,26,632,9291,24901,5044,1219,166,3608,51,19857,16195,0,3662,0.19,334318,271890,62428,18.67,23873081385,9217.448646480216,1030243281,1.8749482307424898,9,17336,6296,-17022,2706,-37,3582,30,2024,19757,27974,4785,1587,2303,13,3241,27,1582,14436,-10638,1511,-18609,403,-50,341,3,442,5321,-428,-527,-373,-157,20,-17,99,-700,-5,804,-0.06,11779,15448,-3669,-1.8199999999999967,2050896,0.7918554062798648,-4992901,2.76,2.77,68.38,-2.88,45.53,-1.83,45.49,21.43,376.91,201.77,5.63,75.62,0.34,59.97,0.8,55.16,23.08,455.91,247.96,-8.23,52.47,-15.82,19.16,-12.38,17.06,13.04,232.63,134.03,-1.69,-9.46,-23.43,-48.61,0.56,-25,0.5,-4.14,-100,28.13,3.65,6.02,-5.55,0.01,0
0400000US51,51,VA,Virginia,202.60842087796667,53,8001024,631825,5186450,1523704,20679,436298,5061,15338,181669,6147347,426857,4133385,1135015,16173,334140,3958,7833,89986,1853677,204968,1053065,388689,4506,102158,1103,7505,91683,239834,101333,65240,3862,30324,1907,138501,84048,37568,16885,0.82,3364939,3056058,308881,9.18,102278849309,39490.08617375833,8507698663,218.61531440611063,60,8631393,908749,5058363,1578090,19080,610612,6195,45394,404910,6745054,614314,4136979,1224840,15376,478337,4754,29385,241069,1886339,294435,921384,353250,3704,132275,1441,16009,163841,236646,96832,57014,2038,36195,1585,139814,92450,29880,17484,0.66,3618247,3321218,297029,8.21,102258180558,39482.105924042895,8528070310,16.006893528143962,7,630369,276924,-128087,54386,-1599,174314,1134,30056,223241,597707,187457,3594,89825,-797,144197,796,21552,151083,32662,89467,-131681,-35439,-802,30117,338,8504,72158,-3188,-4501,-8226,-1824,5871,-322,1313,8402,-7688,599,-0.15999999999999992,253308,265160,-11852,-0.9699999999999989,-20668751,-7.980249715437822,20371647,7.9,7.88,43.83,-2.47,3.57,-7.73,39.95,22.41,195.96,122.88,9.72,43.92,0.09,7.91,-4.93,43.15,20.11,275.14,167.9,1.76,43.65,-12.5,-9.12,-17.8,29.48,30.64,113.31,78.7,-1.33,-4.44,-12.61,-47.23,19.36,-16.89,0.95,10,-20.46,3.55,7.53,8.68,-3.84,-0.02,0
0400000US53,53,WA,Washington,101.18858314658102,45,6724540,755790,4876804,229603,88735,475634,38783,11838,247353,5143186,456355,3916304,168177,64574,373973,26642,7607,129554,1581354,299435,960500,61426,24161,101661,12141,4231,117799,139375,57844,31960,2030,22156,1698,81531,35534,12385,33612,0.48,2885677,2620076,265601,9.2,172119001610,66455.52087886122,12541835586,115.94714060166879,56,7705281,1059213,4918820,296170,91191,723062,62490,43221,511114,6024689,690674,4058504,223861,68149,584457,43639,31957,323448,1680592,368539,860316,72309,23042,138605,18851,11264,187666,160207,55485,26677,1532,25856,1420,104722,41091,16811,46820,0.35,3202241,2974692,227549,7.11,172117960159,66455.11877236496,12549742084,14.758557455087768,11,980741,303423,42016,66567,2456,247428,23707,31383,263761,881503,234319,142200,55684,3575,210484,16997,24350,193894,99238,69104,-100184,10883,-1119,36944,6710,7033,69867,20832,-2359,-5283,-498,3700,-278,23191,5557,4426,13208,-0.13,316564,354616,-38052,-2.089999999999999,-1041451,-0.4021064962580567,7906498,14.59,14.58,40.15,0.86,28.99,2.77,52.02,61.13,265.1,106.63,17.14,51.35,3.63,33.11,5.54,56.28,63.8,320.1,149.66,6.28,23.08,-10.43,17.72,-4.63,36.34,55.27,166.23,59.31,14.95,-4.08,-16.53,-24.53,16.7,-16.37,28.44,15.64,35.74,39.3,10.97,13.53,-14.33,-0,0
0400000US54,54,WV,West Virginia,77.08535682366674,13,1852994,22268,1726256,62122,3493,12285,387,1192,24991,1465576,14764,1376801,48118,2902,9825,305,568,12293,387418,7504,349455,14004,591,2460,82,624,12698,49382,28323,16591,1065,9748,919,21059,17113,79,3867,0.9,881917,763831,118086,13.39,62258675601,24038.21006159102,496845871,74.61023309193101,20,1793716,34827,1598834,64749,3187,14903,429,4652,72135,1432932,23483,1293040,52002,2761,12233,333,2981,46099,360784,11344,305794,12747,426,2670,96,1671,26036,52067,31305,19669,829,10456,351,20762,17006,0,3756,1.1,855635,743442,112193,13.11,62266296765,24041.15260958738,489206049,-2.475123731735735,7,-59278,12559,-127422,2627,-306,2618,42,3460,47144,-32644,8719,-83761,3884,-141,2408,28,2413,33806,-26634,3840,-43661,-1257,-165,210,14,1047,13338,2685,2982,3078,-236,708,-568,-297,-107,-79,-111,0.20000000000000007,-26282,-20389,-5893,-0.28000000000000114,7621164,2.9425479963610996,-7639822,-3.21,-3.2,56.4,-7.38,4.23,-8.76,21.31,10.85,290.27,188.64,-2.23,59.06,-6.08,8.07,-4.86,24.51,9.18,424.82,275,-6.87,51.17,-12.49,-8.98,-27.92,8.54,17.07,167.79,105.04,5.44,10.53,18.55,-22.16,7.26,-61.81,-1.41,-0.63,-100,-2.87,-2.98,-2.67,-4.99,0.01,0
0400000US55,55,WI,Wisconsin,105.00769015334218,30,5686986,336056,4738411,350898,48511,128052,1565,4095,79398,4347494,199822,3753673,234526,34419,86610,1200,2113,35131,1339492,136234,984738,116372,14092,41442,365,1982,44267,150214,74295,38102,1743,33808,642,75919,56773,132,19014,0.67,2624358,2279768,344590,13.13,140268064888,54157.80493500356,29366760483,108.80614756827397,37,5893718,447290,4634018,366508,48384,174267,1892,17613,203746,4612300,284069,3774226,258704,35459,126019,1446,12562,119815,1281418,163221,859792,107804,12925,48248,446,5051,83931,151299,65540,32853,1183,30617,887,85759,60123,119,25517,0.56,2727726,2428361,299365,10.97,140292246684,54167.141579034345,29343721650,3.7984574149317893,7,206732,111234,-104393,15610,-127,46215,327,13518,124348,264806,84247,20553,24178,1040,39409,246,10449,84684,-58074,26987,-124946,-8568,-1167,6806,81,3069,39664,1085,-8755,-5249,-560,-3191,245,9840,3350,-13,6503,-0.10999999999999999,103368,148593,-45225,-2.16,24181796,9.336644030787284,-23038833,3.62,3.64,33.1,-2.2,4.45,-0.26,36.09,20.89,330.11,156.61,6.09,42.16,0.55,10.31,3.02,45.5,20.5,494.51,241.05,-4.34,19.81,-12.69,-7.36,-8.28,16.42,22.19,154.84,89.6,0.72,-11.78,-13.78,-32.13,-9.44,38.16,12.96,5.9,-9.85,34.2,3.94,6.52,-13.12,0.02,0
0400000US56,56,WY,Wyoming,5.805003282911831,25,563626,50231,483874,4351,11784,4279,365,437,8305,428224,32070,376530,3265,7764,3493,264,276,4562,135402,18161,107344,1086,4020,786,101,161,3743,13712,6701,3576,489,2450,186,7011,4443,503,2065,0.63,261868,226879,34989,13.36,251470069067,97093.1406118484,1864445306,5.9414810258878985,32,576851,59046,469664,4735,11781,5037,489,2425,23674,441337,38153,370041,3666,7883,4139,355,1760,15340,135514,20893,99623,1069,3898,898,134,665,8334,13328,6583,3352,342,2723,166,6745,4457,596,1692,0.58,271887,234965,36922,13.58,251458712277,97088.75573052849,1867503715,0.13647774297606752,7,13225,8815,-14210,384,-3,758,124,1988,15369,13113,6083,-6489,401,119,646,91,1484,10778,112,2732,-7721,-17,-122,112,33,504,4591,-384,-118,-224,-147,273,-20,-266,14,93,-373,-0.050000000000000044,10019,8086,1933,0.22000000000000064,-11356790,-4.384881319914712,3058409,2.35,2.35,17.55,-2.94,8.83,-0.03,17.71,33.97,454.92,185.06,3.06,18.97,-1.72,12.28,1.53,18.49,34.47,537.68,236.26,0.08,15.04,-7.19,-1.57,-3.03,14.25,32.67,313.04,122.66,-2.8,-1.76,-6.26,-30.06,11.14,-10.75,-3.79,0.32,18.49,-18.06,3.83,3.56,5.52,-0,0
0400000US72,72,PR,Puerto Rico,1088.210774853789,2,3725789,3688455,26946,4663,329,2930,77,1026,1363,2822494,2791782,22299,3805,266,2470,63,758,1051,903295,896673,4647,858,63,460,14,268,312,37955,24444,12979,1430,5817,4218,13511,2881,94,10536,0.35,1636946,1376531,260415,15.91,8867536532,3423.775141815329,4923745357,959.5696809715198,2,3285874,3249043,24548,4286,312,2746,91,2508,2340,2724903,2692743,21575,3785,276,2392,69,2089,1974,560971,556300,2973,501,36,354,22,419,366,37509,24907,11192,685,11518,1512,12602,2104,243,10255,0.34,1598159,1340534,257625,16.12,8868948653,3424.320364804779,4922329963,-128.64109388226916,0,-439915,-439412,-2398,-377,-17,-184,14,1482,977,-97591,-99039,-724,-20,10,-78,6,1331,923,-342324,-340373,-1674,-357,-27,-106,8,151,54,-446,463,-1787,-745,5701,-2706,-909,-777,149,-281,-0.009999999999999953,-38787,-35997,-2790,0.21000000000000085,1412121,0.5452229894499396,-1415394,-11.82,-11.81,-11.91,-8.9,-8.08,-5.17,-6.28,18.18,144.44,71.68,-3.46,-3.55,-3.25,-0.53,3.76,-3.16,9.52,175.59,87.82,-37.9,-37.96,-36.02,-41.61,-42.86,-23.04,57.14,56.34,17.31,-1.18,1.89,-13.77,-52.1,98.01,-64.15,-6.73,-26.97,158.51,-2.67,-2.37,-2.62,-1.07,0.02,0
